mass_ratio chirp_mass a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl dec ra theta_jn psi time_jitter
0.7811809825786419 29.25387607121844 0.6911950855630173 0.5694835261851586 2.9584842748571383 0.6388299757195579 0.44470367028556107 0.16522276315909504 -0.9826596972059911 2.5916823865822587 2.2305286625106335 0.8536696476951998 -0.00010934636709414365
0.9346830545891339 30.89084562350621 0.4523339971748398 0.9683623201890177 1.175424362439141 1.7895431868280394 4.983235517819873 1.3203683070674532 -0.973164864030378 0.9802690216192349 1.549191848014419 1.4539545765608575 6.752830291817516e-05
0.6265296764141647 30.957624112296806 0.09130421874233773 0.30660187126251 0.8455837198679858 1.7424718578449883 1.0729108023422007 1.9821368931296608 -1.1335165714493287 1.2043271721987825 2.3432955680224303 0.743803495680186 -7.866758445733844e-05
0.8901883862848423 30.697742820290742 0.3909234958286761 0.5815310401321119 1.5815958937747359 1.7214798278392993 4.999162734861339 0.7150398485619784 -0.8903113852622372 0.9502927877312495 1.464631931999515 1.374088265603796 -8.1994614055736e-07
0.5761293849153002 30.48553377130793 0.7151532292172473 0.7627572650754306 1.1022601942502306 2.746458922739718 5.619547768045258 0.2756400975344705 -0.16380845098150693 2.654167751925228 0.5602342049811113 0.22566225497920928 1.6009684842040596e-05
0.9321600382446884 28.487630618602374 0.10108657561815512 0.6065366601757555 1.1182661477408309 2.4795492049459646 2.371335455257463 0.8684115172480433 -0.5394673344602965 2.7266558114792074 0.10988999445384733 1.2105386757901697 -3.7242818378234585e-06
0.8759087541770076 30.61000163436033 0.09658289716329906 0.1677438692472344 1.8295750341137158 1.5027090664101388 3.5079038019018696 5.928450953696855 -1.135825728425786 1.9888584530221027 0.8827016389852035 2.914729008441705 -0.00015389228056344946
0.6551737680989725 29.83189772347678 0.45603526292224167 0.35702981181262783 1.6109150929261433 1.9926030798448344 0.9927655434313354 6.2236943297941165 -1.085207618833599 1.1214057819801537 2.237907136442532 0.008407461389006516 5.168551011514841e-05
0.5886790729151719 30.23434838805325 0.6494990491118657 0.6510310701914405 2.129970110345024 0.9424984783360885 1.0796749870651166 2.908071326129878 -0.9911778942063616 0.914565512623575 2.6214088013530374 1.9287796736580478 0.00015252123581213607
0.844890631035272 29.119715162981418 0.1232454600323484 0.6087254798875198 2.666727251312029 2.0524104189894286 1.615408314041254 5.735074869427812 -0.9917223085958679 1.0641706211347168 0.8894971915148921 1.1010984168172624 0.00023542633760962196
0.8040963508916158 29.83019390307964 0.3337380628423572 0.27916427190540966 1.506751780007512 2.308513096114653 1.5310842692525903 1.8142405660169225 -1.016359770442563 1.1340409277426822 1.2094443015702478 1.3345050195090067 0.00010477025477523407
0.7232254777766777 29.57732237993796 0.5822422263062859 0.03990764003821589 1.9104430082084596 2.5186590136798745 2.1244234201842627 2.8732516358221973 -0.9465096054306639 0.968697852447431 0.3367297201665293 1.5282623383334577 -6.120633069401325e-05
0.7951943345408403 29.386399291788976 0.28962560412418165 0.11548246006711087 2.342693324916655 1.875667391217432 1.2029904648799952 0.5429085400850209 -0.9242734900896185 2.6573975120218596 1.8364318779670983 1.8396601441604112 2.3781833937723193e-05
0.8369231764052067 30.06230853224654 0.13165520401366515 0.0571464546928918 2.980027244163011 0.3958079450368269 2.9494473560261336 0.6114997592082522 -0.19523904132644107 2.6748147829480358 0.17367706767927757 1.2381195979339354 -0.0001642875953332879
0.767276399271602 29.839262735280954 0.2461990198726089 0.05313185593498754 2.459967160235558 1.2626296868285074 1.4220577734396516 6.269122905984545 -0.7499399219018866 0.8544053673192304 2.4160504291901934 2.203592318020016 -3.512375289288559e-05
